ISO3;ECONOMY_NAME;NUM;NAME;DATAYR;VALUE_SCREEN;SCORE;RANK
DNK;Denmark;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;4008829,482;76,79836026;9
DNK;Denmark;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;999388,9427;75,40084793;17
DOM;Dominican Republic;36;Global Innovation Index;;;20,82154838;97
DOM;Dominican Republic;IN;Innovation inputs;;;28,18144434;94
DOM;Dominican Republic;IN.1;Institutions;;;49,50824341;61
DOM;Dominican Republic;IN.1.1;Institutional environment;;;55,10687021;62
DOM;Dominican Republic;IN.1.1.1;Operational stability for businesses*;2023;1,9;68;43
DOM;Dominican Republic;IN.1.1.2;Government effectiveness*;2022;-0,067733064;42,21374042;75
DOM;Dominican Republic;IN.1.2;Regulatory environment;;;42,42772872;68
DOM;Dominican Republic;IN.1.2.1;Regulatory quality*;2022;0,069547787;43,6622001;70
DOM;Dominican Republic;IN.1.2.2;Rule of law*;2022;-0,092175312;41,19325734;67
DOM;Dominican Republic;IN.1.3;Business environment;;;50,9901313;56
DOM;Dominican Republic;IN.1.3.1;Policy stability for doing business†;2023;4,831621571;66,30906644;34
DOM;Dominican Republic;IN.1.3.2;Entrepreneurship policies and culture†;2021;4,542918871;35,67119616;46
DOM;Dominican Republic;IN.2;Human capital and research;;;19,14175985;104
DOM;Dominican Republic;IN.2.1;Education;;;38,12069833;105
DOM;Dominican Republic;IN.2.1.1;Expenditure on education, % GDP;2022;3,94;34,92670491;74
DOM;Dominican Republic;IN.2.1.2;Government funding/pupil, secondary, % GDP/cap;2022;13,35571957;16,54521576;77
DOM;Dominican Republic;IN.2.1.3;School life expectancy, years;2021;13,57184982;49,24366501;74
DOM;Dominican Republic;IN.2.1.4;PISA scales in reading, maths and science;2022;350,2818643;5,312613596;85
DOM;Dominican Republic;IN.2.1.5;Pupil–teacher ratio, secondary;2022;11,91962722;84,57529239;52
DOM;Dominican Republic;IN.2.2;Tertiary education;;;19,30458122;98
DOM;Dominican Republic;IN.2.2.1;Tertiary enrolment, % gross;2021;58,62807846;37,24810886;59
DOM;Dominican Republic;IN.2.2.2;Graduates in science and engineering, %;2021;13,5051899;14,63974675;105
DOM;Dominican Republic;IN.2.2.3;Tertiary inbound mobility, %;2021;2,36729002;6,025888035;77
DOM;Dominican Republic;IN.2.3;Research and development (R&D);;;0;120
DOM;Dominican Republic;IN.2.3.1;Researchers, FTE/mn pop.;;;;
DOM;Dominican Republic;IN.2.3.2;Gross expenditure on R&D, % GDP;;;;
DOM;Dominican Republic;IN.2.3.3;Global corporate R&D investors, top 3, mn USD;2023;0;0;41
DOM;Dominican Republic;IN.2.3.4;QS university ranking, top 3*;2023;0;0;75
DOM;Dominican Republic;IN.3;Infrastructure;;;35,24932056;83
DOM;Dominican Republic;IN.3.1;Information and communication technologies (ICTs);;;59,30762132;90
DOM;Dominican Republic;IN.3.1.1;ICT access*;2021;74,98059649;64,98176658;98
DOM;Dominican Republic;IN.3.1.2;ICT use*;2022;76,88868038;70,25188414;84
DOM;Dominican Republic;IN.3.1.3;Government's online service*;2022;0,6183;57,81388152;79
DOM;Dominican Republic;IN.3.1.4;E-participation*;2022;0,4545;44,18295303;83
DOM;Dominican Republic;IN.3.2;General infrastructure;;;28,94437139;76
DOM;Dominican Republic;IN.3.2.1;Electricity output, GWh/mn pop.;2021;1916,711639;7,081022523;82
DOM;Dominican Republic;IN.3.2.2;Logistics performance*;2023;2,6;22,72727273;82
DOM;Dominican Republic;IN.3.2.3;Gross capital formation, % GDP;2023;32,34533333;57,02481893;17
DOM;Dominican Republic;IN.3.3;Ecological sustainability;;;17,49596897;77
DOM;Dominican Republic;IN.3.3.1;GDP/unit of energy use;2021;19,075;42,96031625;13
DOM;Dominican Republic;IN.3.3.2;Low-carbon energy use, %;2022;7,348786474;8,76650225;93
DOM;Dominican Republic;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;0,152112017;0,761088417;124
DOM;Dominican Republic;IN.4;Market sophistication;;;16,37281676;116
DOM;Dominican Republic;IN.4.1;Credit;;;9,361643518;112
DOM;Dominican Republic;IN.4.1.1;Finance for startups and scaleups†;2021;2,751736111;11,1119383;83
DOM;Dominican Republic;IN.4.1.2;Domestic credit to private sector, % GDP;2022;27,85761079;7,611348738;102
DOM;Dominican Republic;IN.4.1.3;Loans from microfinance institutions, % GDP;;;;
DOM;Dominican Republic;IN.4.2;Investment;;;0,224143497;116
DOM;Dominican Republic;IN.4.2.1;Market capitalization, % GDP;;;;
DOM;Dominican Republic;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;2023;0,007430547;0,224143497;100
DOM;Dominican Republic;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;;;;
DOM;Dominican Republic;IN.4.2.4;VC received, value, % GDP;;;;
DOM;Dominican Republic;IN.4.3;Trade, diversification and market scale;;;39,53266328;102
DOM;Dominican Republic;IN.4.3.1;Applied tariff rate, weighted avg., %;2022;3,333873623;73,75420672;83
DOM;Dominican Republic;IN.4.3.2;Domestic industry diversification;;;;
DOM;Dominican Republic;IN.4.3.3;Domestic market scale, bn PPP$;2023;273,703;5,31111984;63
DOM;Dominican Republic;IN.5;Business sophistication;;;20,63508111;97
DOM;Dominican Republic;IN.5.1;Knowledge workers;;;27,96766712;79
DOM;Dominican Republic;IN.5.1.1;Knowledge-intensive employment, %;2023;16,94306352;23,12242036;88
DOM;Dominican Republic;IN.5.1.2;Firms offering formal training, %;2016;23,4;27,93696275;74
DOM;Dominican Republic;IN.5.1.3;GERD performed by business, % GDP;;;;
DOM;Dominican Republic;IN.5.1.4;GERD financed by business, %;;;;
DOM;Dominican Republic;IN.5.1.5;Females employed w/advanced degrees, %;2023;10,12261413;32,84361824;75
DOM;Dominican Republic;IN.5.2;Innovation linkages;;;16,95240082;97
DOM;Dominican Republic;IN.5.2.1;Public research–industry co-publications, %;2023;0,353762121;2,495503819;125
DOM;Dominican Republic;IN.5.2.2;University–industry R&D collaboration†;2023;3,266178626;29,05670689;100
DOM;Dominican Republic;IN.5.2.3;State of cluster development†;2023;4,067211416;52,54547949;54
DOM;Dominican Republic;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,001258984;0,417154744;122
DOM;Dominican Republic;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0,0102681;0,247159141;94
DOM;Dominican Republic;IN.5.3;Knowledge absorption;;;16,9851754;110
DOM;Dominican Republic;IN.5.3.1;Intellectual property payments, % total trade;2022;0,489331219;11,16305997;70
DOM;Dominican Republic;IN.5.3.2;High-tech imports, % total trade;2022;4,631245102;15,06430463;113
DOM;Dominican Republic;IN.5.3.3;ICT services imports, % total trade;2022;0,348894212;6,947440271;118
DOM;Dominican Republic;IN.5.3.4;FDI net inflows, % GDP;2022;3,388124739;34,76589672;44
DOM;Dominican Republic;IN.5.3.5;Research talent, % in businesses;;;;
DOM;Dominican Republic;OUT;Innovation outputs;;;13,46165243;99
DOM;Dominican Republic;OUT.6;Knowledge and technology outputs;;;10,97533736;106
DOM;Dominican Republic;OUT.6.1;Knowledge creation;;;1,006423601;131
DOM;Dominican Republic;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2022;0,031202465;0,722203466;124
DOM;Dominican Republic;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0,010960786;0,238663651;92
DOM;Dominican Republic;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;2022;0,039003081;1,200085313;61
DOM;Dominican Republic;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;0,862248496;0,477548552;131
DOM;Dominican Republic;OUT.6.1.5;Citable documents H-index;2023;93;2,393617021;125
DOM;Dominican Republic;OUT.6.2;Knowledge impact;;;21,17254268;92
DOM;Dominican Republic;OUT.6.2.1;Labor productivity growth, %;2023;2,252260912;62,19362823;21
DOM;Dominican Republic;OUT.6.2.2;Unicorn valuation, % GDP;2024;0;0;49
DOM;Dominican Republic;OUT.6.2.3;Software spending, % GDP;2023;0,017642756;1,323999817;125
DOM;Dominican Republic;OUT.6.2.4;High-tech manufacturing, %;;;;
DOM;Dominican Republic;OUT.6.3;Knowledge diffusion;;;10,74704578;92
DOM;Dominican Republic;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0,000765119;0,023338431;109
DOM;Dominican Republic;OUT.6.3.2;Production and export complexity;2021;0,07504177;44,92237229;58
DOM;Dominican Republic;OUT.6.3.3;High-tech exports, % total trade;2022;1,33873028;5,085169568;70
DOM;Dominican Republic;OUT.6.3.4;ICT services exports, % total trade;2022;0,212484445;1,394333595;120
DOM;Dominican Republic;OUT.6.3.5;ISO 9001 quality/bn PPP$ GDP;2022;0,912672101;2,31001502;113
DOM;Dominican Republic;OUT.7;Creative outputs;;;15,9479675;91
DOM;Dominican Republic;OUT.7.1;Intangible assets;;;10,06367549;99
DOM;Dominican Republic;OUT.7.1.1;Intangible asset intensity, top 15, %;;;;
DOM;Dominican Republic;OUT.7.1.2;Trademarks by origin/bn PPP$ GDP;2022;39,79094348;29,23782392;50
DOM;Dominican Republic;OUT.7.1.3;Global brand value, top 5,000, % GDP;2024;0,143417792;0,591461421;74
DOM;Dominican Republic;OUT.7.1.4;Industrial designs by origin/bn PPP$ GDP;2022;0,039003081;0,361741122;119
DOM;Dominican Republic;OUT.7.2;Creative goods and services;;;24,32536425;48
DOM;Dominican Republic;OUT.7.2.1;Cultural and creative services exports, % total trade;;;;
DOM;Dominican Republic;OUT.7.2.2;National feature films/mn pop. 15–69;2022;2,472242571;15,2519498;52
DOM;Dominican Republic;OUT.7.2.3;Entertainment and media market/th pop. 15–69;;;;
DOM;Dominican Republic;OUT.7.2.4;Creative goods exports, % total trade;2021;2,664586873;33,3987787;22
DOM;Dominican Republic;OUT.7.3;Online creativity;;;19,3391548;101
DOM;Dominican Republic;OUT.7.3.1;Top-level domains (TLDs)/th pop. 15–69;2023;12,03328586;1,651809754;84
DOM;Dominican Republic;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;202621,8666;3,822599332;92
DOM;Dominican Republic;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;15166,51243;52,5430553;102
ECU;Ecuador;37;Global Innovation Index;;;19,32681617;105
ECU;Ecuador;IN;Innovation inputs;;;25,4801379;104
ECU;Ecuador;IN.1;Institutions;;;30,09492321;109
ECU;Ecuador;IN.1.1;Institutional environment;;;41,62883136;94
ECU;Ecuador;IN.1.1.1;Operational stability for businesses*;2023;2,675;47,33333333;98
ECU;Ecuador;IN.1.1.2;Government effectiveness*;2022;-0,308546245;35,92432939;88
ECU;Ecuador;IN.1.2;Regulatory environment;;;27,90478966;100
ECU;Ecuador;IN.1.2.1;Regulatory quality*;2022;-0,459721535;29,75999746;96
ECU;Ecuador;IN.1.2.2;Rule of law*;2022;-0,620224118;26,04958186;103
ECU;Ecuador;IN.1.3;Business environment;;;20,75114862;117
ECU;Ecuador;IN.1.3.1;Policy stability for doing business†;2023;2,843954043;23,04546766;119
ECU;Ecuador;IN.1.3.2;Entrepreneurship policies and culture†;2023;3,890081548;18,45682958;68
ECU;Ecuador;IN.2;Human capital and research;;;21,9082214;100
ECU;Ecuador;IN.2.1;Education;;;38,03963162;106
ECU;Ecuador;IN.2.1.1;Expenditure on education, % GDP;2022;3,64703989;31,19235042;86
ECU;Ecuador;IN.2.1.2;Government funding/pupil, secondary, % GDP/cap;2022;6,082950115;0,44807008;94
ECU;Ecuador;IN.2.1.3;School life expectancy, years;2020;14,86483955;58,50924063;52
ECU;Ecuador;IN.2.1.4;PISA scales in reading, maths and science;;;;
ECU;Ecuador;IN.2.1.5;Pupil–teacher ratio, secondary;2022;20,39010212;62,00886535;98
ECU;Ecuador;IN.2.2;Tertiary education;;;22,72344706;89
ECU;Ecuador;IN.2.2.1;Tertiary enrolment, % gross;2020;57,93766022;36,77499206;60
ECU;Ecuador;IN.2.2.2;Graduates in science and engineering, %;2020;18,29923058;29,95072688;90
ECU;Ecuador;IN.2.2.3;Tertiary inbound mobility, %;2020;0,604960024;1,444622253;96
ECU;Ecuador;IN.2.3;Research and development (R&D);;;4,961585515;76
ECU;Ecuador;IN.2.3.1;Researchers, FTE/mn pop.;2014;402,29814;3,911169528;77
ECU;Ecuador;IN.2.3.2;Gross expenditure on R&D, % GDP;2014;0,44266;7,196980898;62
ECU;Ecuador;IN.2.3.3;Global corporate R&D investors, top 3, mn USD;2023;0;0;41
ECU;Ecuador;IN.2.3.4;QS university ranking, top 3*;2023;8,633333333;8,738191633;68
ECU;Ecuador;IN.3;Infrastructure;;;35,95568406;80
ECU;Ecuador;IN.3.1;Information and communication technologies (ICTs);;;68,62161911;76
ECU;Ecuador;IN.3.1.1;ICT access*;2022;74,26852632;63,98512253;100
ECU;Ecuador;IN.3.1.2;ICT use*;2022;74,12864404;66,69925788;90
ECU;Ecuador;IN.3.1.3;Government's online service*;2022;0,7651;74,03846154;50
ECU;Ecuador;IN.3.1.4;E-participation*;2022;0,7045;69,7636345;41
ECU;Ecuador;IN.3.2;General infrastructure;;;16,49050879;109
ECU;Ecuador;IN.3.2.1;Electricity output, GWh/mn pop.;2021;1805,259018;6,663059147;85
ECU;Ecuador;IN.3.2.2;Logistics performance*;;;;
ECU;Ecuador;IN.3.2.3;Gross capital formation, % GDP;2023;22,41033333;26,31795844;82
ECU;Ecuador;IN.3.3;Ecological sustainability;;;22,75492427;56
ECU;Ecuador;IN.3.3.1;GDP/unit of energy use;2021;11,94;24,87963104;54
ECU;Ecuador;IN.3.3.2;Low-carbon energy use, %;2022;30,05232506;35,88257745;34
ECU;Ecuador;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;0,979168833;7,502564332;72
ECU;Ecuador;IN.4;Market sophistication;;;18,33934247;113
ECU;Ecuador;IN.4.1;Credit;;;13,33029603;101
ECU;Ecuador;IN.4.1.1;Finance for startups and scaleups†;2023;2,91433125;14,59809118;81
ECU;Ecuador;IN.4.1.2;Domestic credit to private sector, % GDP;2022;52,87331277;17,41553256;60
ECU;Ecuador;IN.4.1.3;Loans from microfinance institutions, % GDP;2021;0,731324649;7,977264342;38
ECU;Ecuador;IN.4.2;Investment;;;2,056855753;107
ECU;Ecuador;IN.4.2.1;Market capitalization, % GDP;;;;
ECU;Ecuador;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;2023;0,014953882;0,695955472;92
ECU;Ecuador;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;2023;0,004447568;0,570881347;107
ECU;Ecuador;IN.4.2.4;VC received, value, % GDP;2023;0,000407554;4,90373044;65
ECU;Ecuador;IN.4.3;Trade, diversification and market scale;;;39,63087563;101
ECU;Ecuador;IN.4.3.1;Applied tariff rate, weighted avg., %;2022;6,214526301;51,07637808;107
ECU;Ecuador;IN.4.3.2;Domestic industry diversification;2021;0,24289092;63,12131841;91
ECU;Ecuador;IN.4.3.3;Domestic market scale, bn PPP$;2023;242,579;4,694930395;66
ECU;Ecuador;IN.5;Business sophistication;;;21,10251838;94
ECU;Ecuador;IN.5.1;Knowledge workers;;;30,1066635;72
ECU;Ecuador;IN.5.1.1;Knowledge-intensive employment, %;2023;12,93518694;16,59351762;100
ECU;Ecuador;IN.5.1.2;Firms offering formal training, %;2017;73,7;100;1
ECU;Ecuador;IN.5.1.3;GERD performed by business, % GDP;2014;0,187247145;4,506140729;55
ECU;Ecuador;IN.5.1.4;GERD financed by business, %;2014;0,2;0,24740347;96
ECU;Ecuador;IN.5.1.5;Females employed w/advanced degrees, %;2023;9,012112189;29,18625567;82
ECU;Ecuador;IN.5.2;Innovation linkages;;;12,23771509;117
ECU;Ecuador;IN.5.2.1;Public research–industry co-publications, %;2023;0,549858203;4,694394885;117
ECU;Ecuador;IN.5.2.2;University–industry R&D collaboration†;2023;3,328822065;30,84601317;96
ECU;Ecuador;IN.5.2.3;State of cluster development†;2023;3,309497348;23,72205456;115
ECU;Ecuador;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,003505386;1,428151417;117
ECU;Ecuador;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0,020793479;0,497961405;84
ECU;Ecuador;IN.5.3;Knowledge absorption;;;20,96317656;88
ECU;Ecuador;IN.5.3.1;Intellectual property payments, % total trade;2022;0,699057663;15,94752656;56
ECU;Ecuador;IN.5.3.2;High-tech imports, % total trade;2022;8,341663107;27,81200852;64
ECU;Ecuador;IN.5.3.3;ICT services imports, % total trade;2022;0,502861259;10,13383353;110
ECU;Ecuador;IN.5.3.4;FDI net inflows, % GDP;2022;0,810944929;29,95933765;102
ECU;Ecuador;IN.5.3.5;Research talent, % in businesses;;;;
ECU;Ecuador;OUT;Innovation outputs;;;13,17349444;100
ECU;Ecuador;OUT.6;Knowledge and technology outputs;;;12,61404562;96
ECU;Ecuador;OUT.6.1;Knowledge creation;;;7,235558585;100
ECU;Ecuador;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2022;0,116980347;2,601831373;108
ECU;Ecuador;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0,045346052;0,987379409;77
ECU;Ecuador;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;2022;0,086652109;2,666197648;55
ECU;Ecuador;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;10,1698828;20,61387386;71
ECU;Ecuador;OUT.6.1.5;Citable documents H-index;2023;223;9,308510638;82
ECU;Ecuador;OUT.6.2;Knowledge impact;;;23,08744255;77
ECU;Ecuador;OUT.6.2.1;Labor productivity growth, %;2023;-1,029020453;36,01299478;118
ECU;Ecuador;OUT.6.2.2;Unicorn valuation, % GDP;2024;1,221876476;24,81061366;30
ECU;Ecuador;OUT.6.2.3;Software spending, % GDP;2023;0,207488569;20,58754475;72
ECU;Ecuador;OUT.6.2.4;High-tech manufacturing, %;2021;9,895222518;10,938617;87
ECU;Ecuador;OUT.6.3;Knowledge diffusion;;;7,519135728;104
ECU;Ecuador;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0,037295732;1,137632193;79
ECU;Ecuador;OUT.6.3.2;Production and export complexity;2021;-1,0687606;16,14335324;113
ECU;Ecuador;OUT.6.3.3;High-tech exports, % total trade;2022;0,358160469;1,354957695;98
ECU;Ecuador;OUT.6.3.4;ICT services exports, % total trade;2022;0,200544638;1,293479763;121
ECU;Ecuador;OUT.6.3.5;ISO 9001 quality/bn PPP$ GDP;2022;6,308273543;17,66625576;45
ECU;Ecuador;OUT.7;Creative outputs;;;13,73294327;98
ECU;Ecuador;OUT.7.1;Intangible assets;;;16,54266953;86
ECU;Ecuador;OUT.7.1.1;Intangible asset intensity, top 15, %;;;;
ECU;Ecuador;OUT.7.1.2;Trademarks by origin/bn PPP$ GDP;2022;62,20321653;46,21240837;23
ECU;Ecuador;OUT.7.1.3;Global brand value, top 5,000, % GDP;2024;0;0;75
ECU;Ecuador;OUT.7.1.4;Industrial designs by origin/bn PPP$ GDP;2022;0,368271464;3,415600213;84
ECU;Ecuador;OUT.7.2;Creative goods and services;;;0,671813721;123
ECU;Ecuador;OUT.7.2.1;Cultural and creative services exports, % total trade;2022;0,034209512;0,91392149;99
ECU;Ecuador;OUT.7.2.2;National feature films/mn pop. 15–69;;;;
ECU;Ecuador;OUT.7.2.3;Entertainment and media market/th pop. 15–69;;;;
ECU;Ecuador;OUT.7.2.4;Creative goods exports, % total trade;2022;0,034430885;0,429705952;115
ECU;Ecuador;OUT.7.3;Online creativity;;;21,17462029;94
ECU;Ecuador;OUT.7.3.1;Top-level domains (TLDs)/th pop. 15–69;2023;9,501505227;1,301122031;88
ECU;Ecuador;OUT.7.3.2;GitHub commits/mn pop. 15–69;2023;244891,6364;4,633030325;79
ECU;Ecuador;OUT.7.3.3;Mobile app creation/bn PPP$ GDP;2023;38235,83072;57,58970851;91
EGY;Egypt;38;Global Innovation Index;;;23,65495377;86
EGY;Egypt;IN;Innovation inputs;;;28,15366301;95
EGY;Egypt;IN.1;Institutions;;;35,86703748;94
EGY;Egypt;IN.1.1;Institutional environment;;;38,48033226;100
EGY;Egypt;IN.1.1.1;Operational stability for businesses*;2023;2,775;44,66666667;105
EGY;Egypt;IN.1.1.2;Government effectiveness*;2022;-0,44754681;32,29399785;98
EGY;Egypt;IN.1.2;Regulatory environment;;;29,6775466;94
EGY;Egypt;IN.1.2.1;Regulatory quality*;2022;-0,713920832;23,08299962;112
EGY;Egypt;IN.1.2.2;Rule of law*;2022;-0,263772666;36,27209359;81
EGY;Egypt;IN.1.3;Business environment;;;39,44323358;79
EGY;Egypt;IN.1.3.1;Policy stability for doing business†;2023;4,161514561;51,72350803;57
EGY;Egypt;IN.1.3.2;Entrepreneurship policies and culture†;2022;4,220252646;27,16295913;59
EGY;Egypt;IN.2;Human capital and research;;;23,08061646;96
EGY;Egypt;IN.2.1;Education;;;38,97705772;103
EGY;Egypt;IN.2.1.1;Expenditure on education, % GDP;2015;3,930848234;34,8100476;75
EGY;Egypt;IN.2.1.2;Government funding/pupil, secondary, % GDP/cap;2021;9,437959671;7,873862681;88
EGY;Egypt;IN.2.1.3;School life expectancy, years;2020;12,91180992;44,51381335;84
EGY;Egypt;IN.2.1.4;PISA scales in reading, maths and science;;;;
EGY;Egypt;IN.2.1.5;Pupil–teacher ratio, secondary;2022;17,87459138;68,71050725;92
EGY;Egypt;IN.2.2;Tertiary education;;;17,81426013;101
EGY;Egypt;IN.2.2.1;Tertiary enrolment, % gross;2022;37,81845093;22,98807956;83
EGY;Egypt;IN.2.2.2;Graduates in science and engineering, %;2022;16,87924004;25,41562833;94
EGY;Egypt;IN.2.2.3;Tertiary inbound mobility, %;2022;1,987679958;5,039072518;79
EGY;Egypt;IN.2.3;Research and development (R&D);;;12,45053153;54
EGY;Egypt;IN.2.3.1;Researchers, FTE/mn pop.;2022;841,40224;8,340006915;55
EGY;Egypt;IN.2.3.2;Gross expenditure on R&D, % GDP;2022;1,01968;16,79950111;38
EGY;Egypt;IN.2.3.3;Global corporate R&D investors, top 3, mn USD;2023;0;0;41
EGY;Egypt;IN.2.3.4;QS university ranking, top 3*;2023;24,36666667;24,66261808;48
EGY;Egypt;IN.3;Infrastructure;;;31,79802664;92
EGY;Egypt;IN.3.1;Information and communication technologies (ICTs);;;60,73450745;85
EGY;Egypt;IN.3.1.1;ICT access*;2022;91,91929825;88,68990221;70
EGY;Egypt;IN.3.1.2;ICT use*;2022;74,91801281;67,71530691;89
EGY;Egypt;IN.3.1.3;Government's online service*;2022;0,573;52,80725022;87
EGY;Egypt;IN.3.1.4;E-participation*;2022;0,3523;33,72557045;98
EGY;Egypt;IN.3.2;General infrastructure;;;19,79182865;99
EGY;Egypt;IN.3.2.1;Electricity output, GWh/mn pop.;2022;1940,895576;7,17171577;80
EGY;Egypt;IN.3.2.2;Logistics performance*;2023;3,1;45,45454545;56
EGY;Egypt;IN.3.2.3;Gross capital formation, % GDP;2023;16,079;6,74922473;120
EGY;Egypt;IN.3.3;Ecological sustainability;;;14,86774383;93
EGY;Egypt;IN.3.3.1;GDP/unit of energy use;2021;14,663;31,7799402;33
EGY;Egypt;IN.3.3.2;Low-carbon energy use, %;2022;5,651780813;6,739675773;104
EGY;Egypt;IN.3.3.3;ISO 14001 environment/bn PPP$ GDP;2022;0,805089551;6,083615516;78
EGY;Egypt;IN.4;Market sophistication;;;30,18664991;74
EGY;Egypt;IN.4.1;Credit;;;20,74988864;82
EGY;Egypt;IN.4.1.1;Finance for startups and scaleups†;2022;4,478638889;48,13793514;44
EGY;Egypt;IN.4.1.2;Domestic credit to private sector, % GDP;2022;30,84700212;8,782954561;95
EGY;Egypt;IN.4.1.3;Loans from microfinance institutions, % GDP;2022;0,490047816;5,328776231;43
EGY;Egypt;IN.4.2;Investment;;;8,363486185;66
EGY;Egypt;IN.4.2.1;Market capitalization, % GDP;2022;10,13277265;3,401393513;75
EGY;Egypt;IN.4.2.2;Venture capital (VC) investors, deals/bn PPP$ GDP;2023;0,039458259;2,217279828;72
EGY;Egypt;IN.4.2.3;VC recipients, deals/bn PPP$ GDP;2023;0,042671059;11,52714073;58
EGY;Egypt;IN.4.2.4;VC received, value, % GDP;2023;0,001355384;16,30813067;42
EGY;Egypt;IN.4.3;Trade, diversification and market scale;;;61,4465749;44
EGY;Egypt;IN.4.3.1;Applied tariff rate, weighted avg., %;2021;5,363329055;57,77739602;99
EGY;Egypt;IN.4.3.2;Domestic industry diversification;2020;0,107901026;90,84705873;34
EGY;Egypt;IN.4.3.3;Domestic market scale, bn PPP$;2023;1809,43;35,71526995;18
EGY;Egypt;IN.5;Business sophistication;;;19,83598455;103
EGY;Egypt;IN.5.1;Knowledge workers;;;12,26144622;116
EGY;Egypt;IN.5.1.1;Knowledge-intensive employment, %;2022;22,1519324;31,60776107;67
EGY;Egypt;IN.5.1.2;Firms offering formal training, %;2020;7,9;5,730659026;99
EGY;Egypt;IN.5.1.3;GERD performed by business, % GDP;2018;0,02815;0,659112983;78
EGY;Egypt;IN.5.1.4;GERD financed by business, %;2018;3,93125;4,863024451;86
EGY;Egypt;IN.5.1.5;Females employed w/advanced degrees, %;2022;5,751203114;18,44667359;94
EGY;Egypt;IN.5.2;Innovation linkages;;;30,26260715;44
EGY;Egypt;IN.5.2.1;Public research–industry co-publications, %;2023;0,919377338;8,837936735;94
EGY;Egypt;IN.5.2.2;University–industry R&D collaboration†;2023;4,01075857;50,32440202;53
EGY;Egypt;IN.5.2.3;State of cluster development†;2023;5,022389783;88,8804416;9
EGY;Egypt;IN.5.2.4;Joint venture/strategic alliance deals/bn PPP$ GDP;2023;0,007322675;3,146128024;96
EGY;Egypt;IN.5.2.5;Patent families/bn PPP$ GDP;2020;0,00514392;0,124127341;98
EGY;Egypt;IN.5.3;Knowledge absorption;;;16,98390029;111
EGY;Egypt;IN.5.3.1;Intellectual property payments, % total trade;2022;0,488144278;11,13598242;71
EGY;Egypt;IN.5.3.2;High-tech imports, % total trade;2022;4,813910465;15,6918792;110
EGY;Egypt;IN.5.3.3;ICT services imports, % total trade;2022;0,938481193;19,14911597;83
EGY;Egypt;IN.5.3.4;FDI net inflows, % GDP;2022;1,707329637;31,63113642;83
EGY;Egypt;IN.5.3.5;Research talent, % in businesses;2018;6,32054;7,311387442;68
EGY;Egypt;OUT;Innovation outputs;;;19,15624454;80
EGY;Egypt;OUT.6;Knowledge and technology outputs;;;17,65177246;81
EGY;Egypt;OUT.6.1;Knowledge creation;;;11,12479753;77
EGY;Egypt;OUT.6.1.1;Patents by origin/bn PPP$ GDP;2022;0,351517973;7,093401847;87
EGY;Egypt;OUT.6.1.2;PCT patents by origin/bn PPP$ GDP;2023;0,022659069;0,493385808;84
EGY;Egypt;OUT.6.1.3;Utility models by origin/bn PPP$ GDP;2021;0,004767678;0,14669662;72
EGY;Egypt;OUT.6.1.4;Scientific and technical articles/bn PPP$ GDP;2023;13,90216809;28,68837573;48
EGY;Egypt;OUT.6.1.5;Citable documents H-index;2023;409;19,20212766;44
EGY;Egypt;OUT.6.2;Knowledge impact;;;28,62334343;59
EGY;Egypt;OUT.6.2.1;Labor productivity growth, %;2023;2,252591731;62,19626776;20
EGY;Egypt;OUT.6.2.2;Unicorn valuation, % GDP;2024;0,27946622;5,674655776;44
EGY;Egypt;OUT.6.2.3;Software spending, % GDP;2023;0,251890382;25,09297114;50
EGY;Egypt;OUT.6.2.4;High-tech manufacturing, %;2020;18,46430567;21,52947904;63
EGY;Egypt;OUT.6.3;Knowledge diffusion;;;13,20717641;82
EGY;Egypt;OUT.6.3.1;Intellectual property receipts, % total trade;2022;0,061853093;1,886705686;68
EGY;Egypt;OUT.6.3.2;Production and export complexity;2021;-0,13498041;39,63803954;66
